transaction_amount,account_age_days,transactions_last_24h,international_transaction,unusual_device,unusual_location,failed_login_attempts,distance_from_home_km,fraud
82.41,70,1,0,0,0,2,13.26,0
18.52,2644,4,0,0,0,2,81.66,1
99.65,3664,4,0,0,0,2,22.16,1
32.27,2119,6,1,0,0,0,71.26,1
21.02,1836,8,1,0,0,0,5.22,1
126.78,1209,11,0,0,0,0,64.3,0
82.89,3818,8,1,0,0,3,15.31,1
38.38,161,7,0,0,0,0,63.93,0
246.18,1168,3,0,0,0,0,29.86,0
44.85,580,5,0,0,0,0,24.04,0
68.64,3469,5,0,1,0,0,72.46,1
84.95,1945,5,0,0,0,1,19.3,0
38.18,3691,6,0,0,0,0,85.72,0
101.9,2670,5,0,0,0,0,24.92,0
41.26,2240,3,0,0,0,0,31.74,0
46.04,2084,6,0,0,0,1,34.51,0
227.32,834,7,0,0,0,0,10.69,0
26.14,2261,7,0,0,1,1,39.37,0
7.6,2750,10,0,0,0,0,15.29,0
284.25,3862,6,0,0,0,0,12.62,0
661.42,2209,4,0,0,0,2,12.46,1
46.31,3757,4,0,0,0,1,22.12,0
11.67,3779,5,0,0,0,1,74.48,0
50.43,2104,4,1,0,0,0,16.98,0
51.54,1773,6,1,0,0,0,38.59,0
56.21,596,2,0,0,0,1,70.28,1
24.48,1095,7,0,0,0,0,25.01,0
112.35,3520,4,1,0,0,1,34.05,0
106.92,578,4,0,0,0,0,78.43,0
17.38,1606,5,0,1,0,1,44.22,1
125.12,2803,4,0,0,0,0,40.4,0
423.02,985,9,1,0,0,0,29.85,1
77.85,3897,8,0,0,0,0,84.06,0
49.23,2608,2,0,0,0,0,22.26,0
58.69,142,5,1,0,0,0,19.86,0
116.02,1011,2,0,0,0,0,23.21,0
14.05,2969,5,0,0,0,0,46.91,0
77.32,3456,2,1,0,0,1,36.79,1
46.93,3709,6,0,1,0,2,13.81,0
351.79,3409,5,1,1,1,0,50.95,1
57.01,326,8,1,0,1,0,43.7,1
299.2,2926,5,0,0,0,0,17.07,1
24.7,467,4,0,1,0,0,38.93,0
113.13,333,6,0,0,0,0,59.28,0
88.9,2777,3,1,0,0,1,24.23,0
30.5,1928,4,1,0,0,0,5.38,0
78.23,2602,8,1,0,0,2,27.8,1
198.59,3410,4,0,0,1,0,23.06,0
49.83,303,4,0,0,0,0,3.82,0
14.54,2124,6,0,1,0,0,20.21,1
65.64,3342,6,0,0,0,0,11.28,0
29.6,1777,3,0,0,0,0,71.58,0
49.0,2107,4,1,0,0,1,72.13,1
61.97,2006,8,0,1,0,1,41.53,0
14.37,3631,5,0,0,1,0,26.48,1
15.58,228,5,0,0,0,1,22.11,0
102.91,3515,4,0,0,0,0,56.23,0
41.66,3271,2,0,0,0,0,24.98,0
6.63,3255,3,1,0,0,0,28.89,0
135.15,1666,6,1,1,0,0,35.83,0
85.21,2078,3,0,0,0,1,83.38,0
35.08,1494,4,0,1,0,2,6.26,1
20.39,1029,5,0,0,1,1,17.55,1
141.49,3505,4,0,0,0,0,8.82,0
91.32,2038,8,0,0,0,1,40.68,0
569.26,2901,6,0,0,0,0,6.48,0
97.34,430,6,0,1,0,0,15.18,0
94.53,3162,8,0,0,0,0,33.45,0
57.38,2645,3,0,0,0,0,50.67,0
139.09,3990,4,0,0,0,1,27.57,0
117.05,561,4,0,0,0,0,15.42,0
205.73,2173,4,0,0,0,0,22.84,0
41.71,2059,6,1,1,0,0,21.97,1
45.07,2167,7,0,0,0,0,55.56,0
43.33,245,5,0,0,0,0,16.86,0
135.87,1908,5,0,0,0,1,53.19,0
256.86,1219,5,0,0,0,0,27.12,0
44.13,2480,3,0,0,0,0,62.54,0
45.5,951,2,0,0,0,0,31.67,0
88.47,1757,12,0,0,1,0,18.6,1
53.45,2491,9,1,0,0,0,61.78,0
157.09,284,4,0,0,0,0,110.41,1
8.79,3153,5,0,0,0,0,33.3,0
31.69,2871,11,0,0,0,0,56.01,0
32.98,257,6,1,0,0,0,32.23,0
8.26,287,5,0,0,0,0,16.33,0
28.01,3405,8,1,0,1,0,64.39,1
29.26,1154,1,0,0,0,1,10.2,0
55.65,3447,4,0,0,0,1,8.86,0
181.58,2012,7,0,0,0,0,64.92,1
53.49,1388,11,0,1,0,0,23.6,0
26.37,1116,6,0,0,0,1,11.46,0
63.35,2646,4,0,0,0,1,86.02,1
171.44,465,5,0,0,0,0,48.73,0
27.71,1628,5,0,0,1,0,27.59,0
29.38,1403,6,0,0,0,0,38.02,0
110.24,642,5,0,0,1,1,34.79,1
54.63,1430,3,0,0,0,1,48.18,0
119.43,2128,2,0,0,0,1,26.76,0
65.87,2719,4,0,0,0,0,51.14,0
125.4,372,5,1,0,0,0,33.06,0
26.27,3493,4,0,0,0,1,4.18,0
65.96,3517,6,0,0,0,1,19.5,0
55.17,2777,6,0,0,0,0,44.77,1
22.32,3699,6,0,0,0,0,8.64,0
16.33,1728,7,0,0,0,1,33.08,1
123.62,3291,7,0,0,0,1,23.65,0
48.63,2917,4,1,0,0,1,87.15,1
26.57,2263,5,0,0,0,0,52.36,0
61.16,742,3,0,0,0,0,9.1,0
184.05,2243,8,0,0,0,0,46.37,0
8.56,3608,4,1,0,0,0,23.27,0
17.34,3938,4,0,0,0,1,30.96,0
29.06,1808,8,0,0,0,0,23.49,0
248.41,1014,5,0,0,0,0,88.96,0
86.0,2997,5,0,0,0,1,84.2,0
133.03,331,8,0,0,0,1,16.78,1
23.9,629,6,0,0,1,0,62.52,0
24.35,2260,3,1,0,0,1,19.06,0
99.79,3961,5,1,0,0,0,15.93,0
70.28,1335,8,0,1,0,1,33.1,0
109.27,1789,2,1,0,0,0,29.68,1
56.32,1309,7,0,1,0,1,13.68,0
85.66,1778,5,0,0,0,2,6.76,1
76.88,58,6,1,0,0,0,30.91,0
134.29,2391,6,0,0,0,0,13.68,0
137.87,2397,6,0,0,0,0,24.78,0
15.52,1282,2,0,0,0,0,66.78,0
8.82,1078,3,0,0,0,4,26.17,0
164.28,3053,5,1,1,0,0,6.39,0
194.21,775,6,0,0,0,0,61.64,0
26.61,216,9,0,0,0,0,42.07,1
12.51,190,5,0,0,0,3,54.87,1
72.9,3530,7,0,0,0,0,29.25,0
154.12,1476,3,0,0,0,0,29.11,0
336.24,434,7,1,0,0,0,114.99,1
106.13,3519,1,0,0,0,0,42.31,0
47.72,620,5,1,0,0,1,60.94,1
29.85,1366,5,0,0,0,0,178.5,1
67.38,112,5,0,0,0,1,112.69,1
50.94,2725,4,0,0,0,0,10.75,0
26.75,2806,6,0,0,1,2,13.18,1
421.53,3033,2,1,0,0,0,8.83,0
332.5,1074,5,0,0,0,0,28.79,0
185.39,1332,7,0,0,0,0,129.82,0
29.11,3754,5,1,0,0,0,0.73,0
143.96,3291,5,0,0,0,0,18.94,0
118.59,177,5,0,1,0,0,29.2,0
99.31,2776,2,0,0,0,0,12.08,0
205.35,3256,8,0,0,0,0,24.05,0
118.14,2250,5,0,0,0,0,25.37,1
129.8,2570,6,0,0,1,1,8.0,0
118.3,33,4,0,1,0,0,53.69,0
90.62,149,7,0,0,0,0,24.28,0
13.39,169,4,0,0,1,0,11.18,0
71.9,661,5,0,0,0,0,29.56,0
40.42,3963,6,0,0,0,1,52.38,0
21.08,2548,7,0,0,0,0,27.54,0
302.97,3135,10,0,0,0,0,12.22,0
316.11,1203,3,0,0,0,1,33.92,0
226.63,3752,6,0,0,0,0,107.47,0
83.91,819,8,0,0,0,0,18.26,0
224.88,3612,2,0,0,1,1,13.99,0
67.41,152,3,1,0,0,0,20.72,0
80.04,111,8,0,0,0,0,14.92,0
24.93,343,4,1,0,0,1,15.49,1
95.33,3173,6,1,1,0,0,10.02,0
70.41,1052,4,0,0,0,1,60.77,1
20.65,1821,11,1,1,0,0,49.07,1
63.68,1901,6,0,0,0,0,22.9,0
62.07,3164,2,0,0,0,0,17.66,0
336.23,1414,6,1,0,0,0,39.55,0
149.13,56,7,0,0,0,0,33.45,1
67.38,1564,8,0,0,0,0,32.54,1
83.42,1174,4,0,0,0,0,73.98,1
69.39,2931,1,0,0,0,0,43.01,0
55.56,3012,5,0,0,0,0,225.98,1
25.17,395,6,0,0,0,0,19.13,0
58.21,3178,6,1,0,0,0,110.49,1
34.07,309,4,0,0,0,0,41.48,0
21.64,2490,8,0,0,0,0,11.74,0
105.65,1575,3,0,0,0,0,16.2,0
94.83,1225,4,0,1,0,1,47.05,0
13.36,1948,4,1,0,0,1,9.19,1
59.72,1262,1,0,1,0,1,27.48,0
163.39,3181,7,0,0,0,2,138.04,1
173.0,3868,7,1,0,0,1,1.28,1
167.88,3268,6,0,1,0,1,27.33,1
69.06,1773,6,0,0,0,0,16.21,0
31.17,2028,9,1,1,0,1,113.36,1
25.15,1805,4,0,0,0,0,25.75,0
90.93,3180,3,0,0,0,0,14.0,0
93.82,2222,5,0,0,0,0,9.33,0
212.43,1888,3,0,0,0,1,10.61,0
179.47,1655,5,0,0,1,1,102.13,1
59.2,1518,5,0,0,0,0,2.45,0
21.76,2224,5,0,0,0,1,42.61,0
50.04,2765,4,1,0,0,0,78.92,0
81.09,1746,4,0,0,0,1,27.06,0
55.6,3232,7,0,0,0,1,10.79,0
39.64,3312,4,0,0,1,0,42.49,0
83.73,1733,7,0,0,0,0,13.2,0
42.37,3638,4,0,0,0,0,17.35,0
37.89,716,3,0,0,0,0,14.78,0
88.26,3730,3,1,0,1,0,15.4,0
46.44,1197,5,0,1,0,0,58.15,1
83.07,2270,6,1,0,0,0,24.59,1
85.28,1155,3,1,0,0,0,44.51,1
23.92,1785,5,0,0,1,0,44.44,1
43.25,1380,6,0,0,0,0,28.86,0
243.23,2829,4,0,0,1,0,82.14,0
23.43,352,4,0,0,0,1,12.2,0
9.92,3358,7,1,0,0,1,26.33,1
12.48,3618,5,0,0,1,0,4.31,0
68.46,2265,3,0,0,0,0,30.42,0
68.57,2202,2,1,0,0,0,55.59,0
59.99,2808,3,1,0,0,0,7.94,0
198.89,820,3,0,0,0,0,17.94,0
6.02,3006,3,1,0,0,0,15.02,0
95.23,898,4,0,0,0,1,1.14,0
271.86,2715,2,0,0,0,0,10.67,0
24.17,1243,2,0,0,0,1,46.99,1
47.38,2992,5,0,1,0,0,27.86,0
33.87,3170,2,0,0,0,0,36.91,0
29.82,858,3,0,1,0,0,55.75,0
49.72,2481,9,0,0,0,0,96.13,0
240.99,2008,4,1,0,0,1,10.6,1
348.5,1197,5,0,0,0,0,43.15,0
49.29,2365,3,0,0,0,1,17.34,0
370.39,3970,6,0,0,0,2,11.58,0
68.86,39,8,0,1,0,0,22.62,0
323.22,3828,3,0,0,0,0,44.64,0
61.32,3428,4,0,0,0,0,29.96,0
75.03,2131,7,0,0,0,0,20.28,0
92.66,2451,2,1,0,1,0,48.12,1
1165.57,1495,9,0,0,0,0,45.46,1
143.47,542,5,0,0,1,0,19.22,1
35.29,2298,8,1,0,0,1,42.86,0
159.51,3270,6,1,0,0,0,29.31,0
48.15,947,4,0,0,0,0,15.11,0
42.92,2876,4,1,0,0,0,45.27,0
151.07,2999,14,0,0,0,0,46.35,1
68.58,3040,8,0,0,1,0,9.77,1
85.69,1379,4,0,0,0,0,42.63,0
67.53,1586,3,0,0,0,0,61.01,0
90.28,1682,5,0,1,0,0,10.84,1
97.76,3421,3,0,0,0,0,33.58,0
11.67,3604,8,0,0,0,0,11.06,1
121.5,1673,4,1,0,0,1,12.13,0
27.55,3880,5,0,0,0,0,5.82,0
18.21,2294,4,0,0,0,1,66.74,1
63.27,1558,3,0,0,0,0,61.42,0
71.92,32,5,1,0,1,0,63.95,1
35.72,2455,2,0,1,0,0,20.91,0
140.88,2590,5,1,0,0,0,55.65,1
19.93,3874,4,0,0,1,0,11.49,0
46.24,2881,3,0,0,0,1,9.62,0
39.39,147,3,1,0,0,0,21.25,1
63.95,2281,6,0,0,0,1,58.77,0
85.71,2978,4,0,0,1,3,34.39,1
26.92,2001,6,0,0,0,0,19.13,0
127.98,1734,5,1,0,0,1,18.29,1
70.58,3245,5,0,0,0,0,66.82,0
12.15,2457,7,0,1,0,0,49.22,0
11.44,2735,7,0,0,0,0,69.29,1
65.95,1872,6,0,0,0,2,65.99,0
54.66,1133,2,0,0,0,0,4.64,0
60.76,2090,4,0,0,1,0,60.52,0
65.03,3837,5,0,0,0,0,49.89,0
81.7,2422,4,1,0,0,0,12.66,0
156.47,2837,7,0,0,0,1,21.15,0
24.53,522,1,0,0,0,1,25.09,0
23.22,3952,6,0,0,1,0,94.6,0
24.93,1001,5,0,0,0,1,30.22,0
86.49,3885,4,0,0,0,0,48.34,0
204.48,1799,3,0,0,0,0,59.88,0
45.23,3678,10,0,0,0,0,20.01,0
7.02,3570,3,1,0,0,0,65.62,0
14.39,3028,4,0,0,0,1,27.66,0
31.51,3668,9,0,0,0,0,139.37,1
40.37,2449,2,1,1,0,0,12.46,1
46.18,3399,5,0,0,0,1,25.55,0
69.04,713,8,0,1,0,1,61.88,1
50.37,309,11,0,0,0,1,15.64,0
171.47,2187,4,0,0,1,1,52.17,1
36.29,3245,7,0,0,0,0,22.17,1
30.69,3068,2,0,0,0,0,10.7,0
102.62,2125,4,0,0,0,0,8.8,0
16.74,2097,5,0,0,0,0,33.41,0
94.7,2451,8,1,0,0,0,40.89,0
73.13,3476,8,0,0,0,0,11.86,0
58.4,3372,5,0,0,0,0,43.59,0
278.51,465,7,1,0,1,1,8.08,1
38.09,2395,4,0,1,0,0,20.28,0
425.93,1542,2,1,1,0,0,27.13,0
54.44,3203,4,1,0,0,0,25.41,0
21.13,2038,5,0,0,0,0,32.17,0
71.02,3965,5,1,0,0,0,26.28,0
25.31,1746,8,0,0,0,0,23.45,1
33.9,2726,7,0,0,0,0,23.37,0
95.33,461,6,0,0,1,0,16.94,1
109.95,3731,9,0,0,0,0,44.25,1
38.09,639,5,0,1,0,0,23.63,0
162.17,1532,2,0,1,0,0,15.32,0
189.0,3355,4,0,0,0,0,42.22,0
242.91,3870,5,0,0,0,1,37.7,0
107.39,1953,5,1,0,0,0,11.37,0
227.49,1954,7,1,0,0,1,74.23,1
12.27,223,3,0,0,0,0,20.46,0
50.09,3916,7,0,0,0,1,21.22,0
30.56,95,3,0,0,0,0,27.86,0
74.24,133,3,0,1,0,0,36.81,1
39.87,1909,7,0,0,0,1,28.9,0
57.42,44,3,0,0,0,0,14.13,0
362.84,682,10,1,1,0,1,5.09,1
57.24,2522,4,0,0,1,0,73.25,0
96.78,2829,4,1,0,0,0,12.53,0
54.11,1213,4,1,0,0,0,40.02,1
71.39,3187,7,0,0,1,1,28.72,1
67.05,2442,2,0,0,0,1,3.78,0
99.83,936,1,0,0,0,1,16.66,0
190.33,2858,8,1,0,0,0,85.42,1
293.73,2380,6,0,0,0,1,5.54,0
88.12,3254,4,0,0,0,0,21.91,0
113.36,643,4,1,0,0,0,36.79,1
23.67,946,6,0,1,0,1,12.59,0
61.62,1235,5,0,0,0,0,31.17,0
155.44,1385,8,0,0,0,0,42.69,0
145.38,3558,6,0,0,0,2,38.81,1
80.68,2938,9,1,0,0,1,31.1,0
148.08,2190,5,0,0,0,0,24.85,1
103.72,2175,3,0,1,0,0,13.06,0
196.42,3546,7,0,0,0,0,41.74,0
86.52,1803,4,0,0,0,0,28.28,1
48.42,924,5,0,0,0,0,93.18,1
90.22,573,5,1,0,1,0,49.6,1
4.77,1340,5,0,0,0,1,19.02,0
94.12,2623,6,0,0,0,1,33.85,1
2.5,1899,4,1,0,0,0,9.7,1
14.14,1704,6,1,0,1,1,4.83,1
100.14,1935,4,0,0,0,0,18.5,0
102.49,3900,3,1,0,0,1,7.94,0
23.43,3990,4,0,0,0,0,45.98,0
35.13,670,7,0,0,0,1,87.54,0
228.95,484,2,0,0,0,0,60.62,0
43.14,999,1,0,1,0,0,21.12,0
502.01,3412,7,0,0,0,2,47.43,1
66.57,1854,2,1,0,0,1,17.7,0
96.28,3458,7,0,0,0,0,66.11,0
285.77,2597,3,0,0,0,1,42.71,1
75.03,2226,7,1,0,0,0,27.95,0
27.06,1147,7,0,0,0,0,26.53,0
60.42,1395,4,0,1,0,0,42.64,0
64.58,616,4,0,0,0,0,26.74,0
19.53,2091,7,0,0,0,0,58.33,0
52.97,1143,7,0,1,0,0,20.77,1
34.19,1191,10,0,0,0,0,24.48,0
153.23,187,5,0,0,1,0,25.62,0
68.8,3202,7,0,0,0,0,23.07,0
51.7,3758,3,0,1,0,1,13.85,0
60.61,2008,5,0,0,0,0,19.52,0
81.52,2158,6,0,1,0,1,27.57,0
116.18,3705,7,0,0,0,2,26.0,0
27.12,2060,7,1,0,0,1,79.69,1
26.12,2502,5,0,0,0,0,36.93,0
180.23,1729,5,0,0,0,0,68.35,0
46.01,2071,5,0,0,0,1,6.94,0
18.63,2101,4,0,0,0,1,53.17,0
99.43,2852,4,0,0,0,1,36.94,1
101.19,2428,3,0,0,0,0,25.7,0
16.82,2030,4,1,0,0,0,12.86,1
81.98,331,9,0,0,0,0,45.35,0
129.29,3620,9,0,1,0,1,40.89,1
93.41,3556,2,0,0,1,0,46.56,1
117.78,762,4,0,0,0,0,19.11,0
18.84,1194,6,0,0,0,0,58.14,0
89.83,3894,3,0,1,0,0,43.21,1
50.79,1304,5,0,0,0,0,20.47,0
43.18,3254,5,0,0,0,0,74.33,0
145.98,3149,3,0,0,0,1,33.11,0
252.48,3447,4,0,0,0,0,5.49,0
335.27,93,3,1,0,1,0,20.45,1
217.75,1947,8,1,0,0,0,57.68,1
60.42,2275,6,0,0,0,0,20.96,0
91.6,3353,6,1,0,0,0,29.07,0
132.97,921,4,1,0,0,1,58.86,1
74.37,1247,2,0,0,0,2,21.17,0
75.01,744,6,0,0,0,0,48.84,1
139.96,3054,4,0,0,1,1,10.03,1
63.22,3995,3,0,0,0,1,36.04,1
34.59,587,5,1,0,0,0,34.51,1
45.92,955,3,0,1,0,1,38.33,0
117.98,1248,3,0,0,0,0,41.72,0
66.87,3559,3,0,0,0,0,30.0,0
90.58,1799,7,0,0,0,0,27.41,0
121.88,1149,6,0,0,0,0,28.97,1
47.59,1309,5,0,0,0,1,72.44,0
131.71,2404,4,0,0,0,0,32.24,0
93.78,1566,9,0,0,0,0,109.76,1
21.95,587,3,0,0,0,1,41.59,0
244.22,3285,4,0,0,0,0,32.25,0
42.49,1706,9,0,0,1,1,10.87,1
15.04,1049,6,0,0,0,0,51.16,0
26.04,2921,6,0,0,0,0,23.89,1
26.6,2988,5,0,0,0,1,56.64,0
69.89,645,6,0,0,0,0,16.29,0
52.12,322,5,0,0,0,0,28.86,0
49.25,210,7,0,0,0,2,23.14,1
116.48,3069,11,0,0,0,0,48.49,0
90.55,2514,6,0,0,0,0,76.37,0
88.63,3174,4,0,0,0,0,28.39,0
96.43,2516,4,0,0,0,1,21.7,0
116.11,1624,4,0,0,0,0,11.42,0
10.0,2370,5,0,0,0,0,19.82,0
48.04,2898,2,1,0,0,0,77.03,1
9.37,1613,4,0,0,0,0,28.71,0
68.89,3663,7,0,0,0,1,40.19,1
66.41,3601,3,1,0,0,0,8.29,1
170.88,3208,3,0,0,0,0,7.97,0
194.2,3969,2,0,0,1,0,7.04,0
80.04,1580,7,0,0,0,0,64.4,1
42.51,483,5,0,1,0,0,29.55,1
103.2,1952,3,1,0,0,0,15.79,1
41.47,2991,2,0,0,1,1,52.22,0
66.6,3124,5,1,0,0,0,22.93,1
161.99,1572,8,0,0,0,0,56.5,0
40.37,1191,4,0,0,0,0,28.34,0
137.7,1798,5,0,0,0,0,57.05,0
122.69,3221,3,0,0,0,0,14.23,0
28.24,270,5,0,0,0,0,39.17,0
160.21,1332,4,1,0,0,0,46.17,0
125.05,942,6,0,1,0,0,7.46,1
73.09,3229,7,1,0,0,0,29.58,0
33.58,1894,5,0,1,0,0,11.14,0
30.78,374,4,0,0,0,0,8.22,0
41.1,1069,2,0,0,0,0,24.27,0
108.67,206,2,0,0,0,0,40.36,0
28.22,1917,2,0,0,0,2,16.32,0
98.87,3990,3,1,0,1,1,25.19,0
21.81,2281,6,1,0,0,0,18.35,0
55.5,3481,6,0,0,0,1,53.84,0
73.6,2978,3,0,0,0,0,67.48,1
602.22,3534,1,0,0,1,0,123.85,1
19.31,1264,8,0,0,0,1,61.47,1
250.84,3806,7,0,0,0,0,42.94,0
76.31,977,3,0,0,0,0,53.8,0
96.55,1770,6,0,1,0,1,18.52,1
74.18,2734,4,0,0,0,0,23.88,0
99.51,1168,4,1,0,0,0,34.96,1
58.07,1079,4,0,0,0,0,7.18,1
246.82,546,2,1,0,0,0,17.33,0
44.22,46,5,0,0,0,0,112.2,0
184.75,2019,4,0,0,0,1,24.04,1
37.34,3947,2,0,1,0,0,6.02,0
63.17,903,4,1,0,1,1,20.14,1
25.41,1777,5,0,0,0,0,33.23,0
100.44,3744,5,0,0,0,0,41.26,0
244.84,3096,4,0,0,0,0,28.4,0
62.2,45,5,0,0,1,0,38.3,1
55.86,2017,3,0,0,0,0,17.12,0
24.46,598,9,0,0,0,0,68.78,1
54.25,1010,8,1,0,0,0,58.95,1
15.9,1008,4,1,1,0,0,5.04,0
29.32,2461,5,0,1,0,0,12.53,0
81.79,819,5,0,0,0,1,52.43,1
218.57,1029,4,0,0,0,2,36.55,0
835.72,926,5,0,0,0,0,35.16,1
39.33,1446,4,0,0,0,2,31.83,0
242.69,2634,7,0,1,0,1,61.64,1
83.04,1617,2,0,0,0,0,35.7,0
58.2,1330,5,0,0,0,1,41.63,0
98.43,2084,7,0,0,0,0,32.51,0
70.51,2471,5,0,0,0,0,13.62,0
73.65,90,2,1,0,1,1,54.88,1
46.18,3564,1,0,0,0,0,22.5,0
18.95,3668,5,0,0,0,0,22.32,1
16.62,2422,5,0,0,0,0,26.0,0
120.05,2311,4,0,0,0,0,10.0,0
51.99,2787,2,0,0,1,1,101.2,1
39.0,1780,9,0,0,1,1,52.23,1
67.2,1481,3,0,0,0,1,12.8,0
136.38,1430,4,0,1,0,1,80.85,1
78.44,664,6,0,0,0,1,19.47,1
36.95,3369,5,0,0,0,0,22.21,0
201.07,1302,4,0,0,0,1,19.28,0
276.24,1159,3,1,0,0,0,71.16,0
104.07,3858,5,1,0,0,0,63.36,1
160.18,2041,5,1,0,0,0,26.6,0
203.93,2498,8,1,0,0,1,28.3,1
184.4,1004,7,0,0,0,0,50.75,0
115.9,1131,7,0,0,0,0,49.75,0
114.26,2921,3,0,0,0,0,29.6,0
106.45,1820,2,0,0,0,0,30.26,0
24.84,616,4,1,0,0,1,52.85,1
125.29,3346,7,0,1,0,0,6.55,1
19.68,1628,6,0,0,0,0,39.67,0
32.62,2683,6,0,0,0,0,37.89,0
215.55,1384,6,1,0,0,0,71.51,1
142.05,2255,7,0,0,0,0,42.23,0
254.34,3109,4,0,0,0,0,45.5,1
52.22,3544,4,0,0,0,1,17.6,0
23.64,853,7,0,1,1,1,18.63,1
53.71,2699,6,0,0,0,0,39.02,0
73.1,3661,5,0,0,0,0,3.84,0
71.6,2581,6,0,0,0,0,23.49,0
184.99,598,3,0,0,0,1,10.69,1
48.18,783,3,0,0,0,0,19.41,0
91.55,835,5,1,1,0,0,4.95,1
27.39,452,7,0,0,1,0,11.85,0
100.01,3022,2,0,1,0,0,66.35,0
66.87,3861,5,0,0,0,0,11.07,0
33.96,2082,1,1,0,0,0,14.85,0
53.93,2407,3,0,0,0,0,20.72,0
56.5,3101,4,0,0,0,0,45.74,0
52.29,1680,5,1,0,0,0,26.04,0
328.39,1905,5,0,0,0,0,6.85,0
61.03,2368,6,0,0,1,0,4.28,0
53.54,1239,5,0,0,0,1,23.4,0
10.1,275,4,0,0,0,0,25.64,1
29.82,2284,5,1,0,0,0,55.18,1
52.63,3293,2,0,0,0,0,12.2,0
35.97,320,4,1,0,0,0,77.17,1
231.26,890,4,1,0,0,1,6.93,0
57.49,1074,1,0,0,0,2,7.01,0
212.64,3224,7,0,0,0,0,22.84,0
70.49,2033,6,0,0,0,1,53.95,1
68.96,2151,3,1,0,1,1,35.05,1
61.56,2591,2,0,0,0,1,11.78,0
66.91,1127,5,0,0,0,0,104.3,1
313.22,2862,5,1,0,1,0,33.9,1
8.27,149,6,0,0,0,0,36.31,0
11.01,481,5,1,0,0,0,50.37,1
40.9,3268,5,0,0,0,0,37.23,0
67.56,2643,3,0,0,0,0,19.92,1
124.1,730,5,0,1,0,4,84.66,1
102.08,1771,2,0,0,0,1,72.19,0
47.19,235,9,0,0,0,0,94.38,1
166.86,2697,6,0,0,0,1,21.75,1
168.54,3030,4,0,1,0,1,82.46,1
78.7,1135,7,1,0,0,0,11.23,1
158.6,1419,4,0,0,0,0,30.03,0
85.23,970,7,0,0,1,1,49.28,0
40.23,1575,5,0,1,0,0,8.89,0
124.97,1111,4,0,0,0,0,89.97,1
73.67,1010,7,0,0,0,0,20.0,0
66.77,1737,6,0,1,0,0,74.34,1
251.05,3440,3,0,0,0,0,9.82,0
7.35,3058,9,0,0,0,0,29.5,0
18.62,1210,5,0,0,0,1,16.88,0
22.91,3773,1,1,0,1,3,16.99,0
48.09,864,3,0,0,0,0,10.97,0
53.03,3645,5,0,0,0,0,10.21,0
17.17,1257,7,0,0,0,0,12.23,0
27.48,2174,2,1,0,0,0,11.87,1
30.73,836,8,1,0,0,0,63.76,1
608.92,3055,8,0,0,0,0,70.21,1
337.5,1291,6,0,0,0,1,8.47,1
46.04,3494,6,0,1,0,0,24.47,1
48.08,359,2,0,0,0,0,62.83,0
23.71,2022,6,0,0,1,0,45.28,1
11.97,659,1,0,0,0,0,23.04,0
60.03,3559,3,0,0,0,1,17.44,1
27.17,1685,6,1,0,0,1,8.63,1
61.78,2707,7,0,0,0,0,86.76,1
15.8,3521,4,0,0,0,0,36.76,0
33.59,2156,5,0,0,0,0,32.17,0
76.23,257,5,1,0,0,0,13.9,1
92.72,906,2,0,0,0,0,27.68,0
97.1,874,5,0,0,0,1,63.5,0
20.32,3659,2,0,0,0,0,7.71,0
143.91,3636,4,0,0,0,1,13.67,0
32.45,1923,4,0,1,0,0,9.4,0
117.87,3563,4,1,0,0,0,74.9,0
66.05,1006,6,0,1,0,0,7.4,0
19.32,2727,8,0,0,0,1,35.44,0
50.17,1585,3,0,0,0,0,9.5,0
92.65,984,2,0,0,0,0,32.76,0
115.78,1022,7,1,0,0,0,9.2,1
58.74,1696,6,0,0,1,0,18.71,0
264.7,1378,5,0,0,0,0,83.0,0
165.13,868,4,0,0,0,1,40.62,0
52.93,1356,4,0,0,0,0,31.47,0
130.99,540,6,1,0,1,0,38.62,1
380.09,3879,5,0,0,0,0,87.63,0
389.33,1538,4,1,0,0,0,33.06,0
22.08,456,9,0,0,0,2,60.64,1
28.97,2316,3,1,0,0,2,61.93,0
253.77,3535,5,1,0,0,1,56.43,0
25.73,1458,1,0,0,0,1,128.35,0
20.28,3385,7,0,0,0,0,46.2,0
43.05,2454,6,0,1,1,1,57.98,1
97.34,2964,2,0,0,0,1,19.0,1
60.82,1206,6,0,0,0,0,29.67,0
37.13,176,3,0,0,0,1,28.56,0
36.35,1403,6,1,0,0,0,13.61,1
35.12,3700,6,0,0,0,0,14.96,0
30.22,3168,7,1,0,0,1,28.21,1
519.81,3143,5,0,0,0,0,34.3,0
87.16,3516,4,0,0,0,0,85.49,0
148.13,1511,6,0,0,0,0,13.59,0
42.94,1308,7,0,0,0,1,12.91,0
56.41,3703,6,0,0,0,0,7.94,0
35.09,2298,7,0,0,0,0,51.16,0
6.13,1212,4,1,0,0,0,98.78,1
19.29,1134,6,0,1,0,0,26.94,0
13.07,3512,5,0,0,0,0,35.52,0
8.8,241,5,0,0,0,2,27.39,0
22.74,274,7,0,0,0,1,47.66,0
219.74,2959,7,0,1,0,0,11.22,1
64.07,35,7,1,0,0,0,40.72,1
213.05,708,6,0,0,0,0,27.37,1
